Klass;Ordning;Familj;Art;Kön;Latinskt namn;Lokal;Län;Datum;Bild;Kommentar;
Fröväxter;Gömfröiga;Grobladsväxter;;;;;;;;;
;Gömfröiga;Grobladsväxter;;;;;;;;;
Fröväxter;Gömfröiga;Vindeväxter;Åkervinda;;Convululus arvensis;Böda;Öland;2017-07-24;image220.jpg;;
;Gömfröiga;Vindeväxter;Snårvinda;;Calystegia sepium;Hemmesta sjöäng;Sörmland;2023-07-15;image526.jpg;;
Fröväxter;Gömfröiga;Dunörtsväxter;Mjölkört (Rallarros);;Chamerion angustifolium;Böda;Öland;2017-08-01;image221.jpg;;
;Gömfröiga;Dunörtsväxter;Rosendunört;;Epilobium hirsutum;Böda;Öland;2017-07-30;image466.jpg;;
F4röväxter;Gömfröiga;Måreväxter;Gulmåra;;Galium verum;Valdemarsvik;Östergötland;2017-07-23;image222.jpg;;
;Gömfröiga;Måreväxter;Färgmåra;;Galium triandrum;Källhagen;Sörmland;2018-06-01;image333.jpg;;
;Gömfröiga;Måreväxter;Vitmåra;;Galium boreale;Hemmesta sjöäng;Sörmland;2023-07-15;image533.jpg;;
;Gömfröiga;Måreväxter;;;;;;;;;
Fröväxter;Gömfröiga;Klockväxter;Stor blåklocka;;Campanula persicifolia;Källhagen;Sörmland;2018-06-23;image339.jpg;;
;Gömfröiga;Klockväxter;Liten blåklocka;;Campanula rotundifolia;Böda;Öland;2017-07-26;image224.jpg;;
;Gömfröiga;Klockväxter;Hässleklocka;;Campanula latifolia;Böda;Öland;2017-07-25;image465.jpg;;
;Gömfröiga;Klockväxter;Ängsklocka;;Campanula patula;Källhagen;Sörmland;2018-09-06;image485.jpg;;
;Gömfröiga;Klockväxter;Nässelklocka;;Campanula trachelium;Källhagen;Sörmland;2019-07-20;image1023.JPG;;
Fröväxter;Gömfröiga;Kaprifolväxter;Åkervädd;;Knautia arvensis;Hemmesta sjöäng;Sörmland;2023-07-15;image529.jpg;;
Fröväxter;Gömfröiga;Kaprifolväxter;Ängsvädd;;Succisa pratensis;Velamsund;Sörmland;2023-07-10;image523.jpg;;
Fröväxter;Gömfröiga;Ranunkelväxter;Smörblomma;;Ranunculus acris;Källahamn;Öland;2018-05-21;image312.jpg;;
;Gömfröiga;Ranunkelväxter;Revsmörblomma;;Ranunculus repens;Källhagen;Sörmland;2017-06-15;image458.jpg;;
;Gömfröiga;Ranunkelväxter;Blåsippa;;Hepatica nobilis;Nackareserv;Sörmland;2018-05-05;image309.jpg;;
;Gömfröiga;Ranunkelväxter;Vitsippa;;Anemone nemorosa;Järvafältet;Uppland;2018-05-10;image310.jpg;;
;Gömfröiga;Ranunkelväxter;Kabbleka;;Caltha palustris;Järvafältet;Uppland;2018-05-10;image311.jpg;;
;Gömfröiga;Ranunkelväxter;Åkerranunkel;;Ranunculus arvensis;Södra Greda;Öland;2018-05-24;image468.jpg;;
;Gömfröiga;Ranunkelväxter;;;;;;;;;
;Gömfröiga;Ranunkelväxter;;;;;;;;;
;Gömfröiga;Ranunkelväxter;;;;;;;;;
;Gömfröiga;Ranunkelväxter;;;;;;;;;
Fröväxter;Gömfröiga;Triftväxter;Trift;;Armeria maritima;Byxelkrok;Öland;2017-07-26;image228.jpg;;
Fröväxter;Gömfröiga;Flockblomstriga;Strätta;;Angelica sylvestris;Hemmesta  sjöäng;Sörmland;2023-07-15;image535.jpg;;
;Gömfröiga;Flockblomstriga;Jätteloka;;Heracleum mantegazzianum;Nybrostrand;Skåne;2014-07-04;image230.jpg;;
;Gömfröiga;Flockblomstriga;Hundloka;;Anthriscus sylvestris;Gräsö;Uppland;2017-07-05;image233.jpg;;
;Gömfröiga;Flockblomstriga;Spenört;;Laserpitium latifolium;Ängsö;Uppland;2018-06-10;image303.jpg;;
;Gömfröiga;Flockblomstriga;Kirskål;;Aegopodium podagraria;Källhagen;Sörmland;2018-06-25;image340.jpg;;
;Gömfröiga;Flockblomstriga;Morot;;Daucus carota;Byxelkrok;Öland;2017-07-27;image451.jpg;;
;Gömfröiga;Flockblomstriga;Bockrot;;Pimpinella saxifraga;Valdemarsvik;Östergötland;2017-07-23;image456.jpg;;
;Gömfröiga;Flockblomstriga;;;;;;;;;
Fröväxter;Gömfröiga;Flockblomstriga;;;;;;;;;
Fröväxter;Gömfröiga;Orkidéer;Adam och Eva;;Dactylorhiza sambucina;Närsholmen;Gotland;2011-05-27;image231.jpg;;
;Gömfröiga;Orkidéer;Ängsnycklar;;Dactylorhiza incarnata;Närsholmen;Gotland;2011-05-27;image232.jpg;;
;Gömfröiga;Orkidéer;St Persnycklar;;Orchis mascula;Högenäs Orde;Öland;2018-05-20;image305.jpg;;
Fröväxter;Gömfröiga;Orkidéer;Johannesnycklar;;Orchis militaris;Hornsjön;Öland;2018-05-20;image308.jpg;;
;Gömfröiga;Orkidéer;Skogsnycklar;;Dactylorhiza maculata fuchsii;Lilla Horn;Öland;2018-05-23;image475.jpg;;
;Gömfröiga;Orkidéer;Krutbrännare;;Neotinea ustulata;Högenäs Orde;Öland;2018-05-20;image306.jpg;;
;Gömfröiga;Orkidéer;Grön nattviol;;Platanthera chloranntha;Petgärde;Öland;2018-05-24;image307.jpg;;
;Gömfröiga;Orkidéer;Vit skogslilja;;Cephalantera longifolia;Lindreservatet;Öland;2018-05-22;image413.jpg;;
;Gömfröiga;Orkidéer;;;;;;;;;
;Gömfröiga;Orkidéer;;;;;;;;;
Fröväxter;Gömfröiga;Fettbladsväxter;Gul fetknopp;;Sedum acre;Gräsö;Uppland;2017-07-05;image234.jpg;;
;Gömfröiga;Fettbladsväxter;Liten fetknopp;;Sedum annum;Knisa Mosse;Öland;2018-05-23;image319.jpg;;
;Gömfröiga;Fettbladsväxter;Vit fetknopp;;Sedum album;Byxelkrok;Öland;2017-07-27;image335.jpg;;
;Gömfröiga;Fettbladsväxter;;;;;;;;;
FRöväxter;Gömfröiga;Kransblommiga;Blåsuga;;Ajuga pyramidalis;Källhagen;Sörmland;2019-05-30;image1007.JPG;;
Fröväxter;Gömfröiga;Kransblommiga;Backtimjan;;Thymus serpyllum;Böda;Öland;2017-07-30;image453.jpg;;
;Gömfröiga;Kransblommiga;;;;;;;;;
;Gömfröiga;Kransblommiga;;;;;;;;;
;Gömfröiga;Kransblommiga;;;;;;; ;;
;Gömfröiga;Kransblommiga;;;;;;;;;
;Gömfröiga;Kransblommiga;;;;;;;;;
;Gömfröiga;Kransblommiga;;;;;;;;;
;Gömfröiga;Kransblommiga;;;;;;;;;
Fröväxter;Gömfröiga;Irisväxter;Svärdslilja;;Iris pseudacorus;Knisa Mosse;Öland;2018-05-23;image315.jpg;;
Fröväxter;Gömfröiga;Irisväxter;;;;;;;;;
Fröväxter;Gömfröiga;Nejlikväxter;Tjärblomster;;Lychnis viscoria;Södra Greda;Öland;2018-05-24;image320.jpg;;
;Gömfröiga;Nejlikväxter;Backnejlika;;Dianthus deltoides;Källhagen;Sörmland;2019-08-14;image1029.JPG;;
;Gömfröiga;Nejlikväxter;Såpnejlika;;Saponaria officinalis;Böda;Öland;2017-08-02;image454.jpg;;
;Gömfröiga;Nejlikväxter;Silverarv;; Cerastium tomentosum;Källhagen;Sörmland;2017-06-14;image459.jpg;;
;Gömfröiga;Nejlikväxter;;;;;;;;;
Fröväxter;Gömfröiga;Nejlikväxter;;;;;;;;;
;Gömfröiga;Nejlikväxter;;;;;;;;;
;Gömfröiga;Nejlikväxter;;;;;;;;;
Fröväxter;Gömfröiga;Nejlikväxter;;;;;;;;;
Fröväxter;Gömfröiga;Stenbräckeväxter;Mandelblomma;;Saxifraga granulata;Högenäs Orde;Öland;2018-05-20;image318..jpg;;
Fröväxter;Gömfröiga;Liljeväxter;Vårlök;;Gagea lutea;Nackareserv;Sörmland;2018-05-05;image321.jpg;;
;Gömfröiga;Liljeväxter;Gräslök;;Allium schoenoprasum;Högenäs Orde;Öland;2018-05-20;image325.jpg;;
;Gömfröiga;Liljeväxter;Ramslök;;Allium ursinum;Ängsö;Uppland;2018-06-10;image330.jpg;;
;Gömfröiga;Liljeväxter;Kungsängslilja;;;;;;;;
Fröväxter;Gömfröiga;Liljeväxter;Trädgårdstulpan;;;;;;;;
Fröväxter;Gömfröiga;Amaryllisväxter;Påsklilja;;Narcissus pseudonarcissus;Källhagen;Sörmland;2018.05-05;image322.jpg;;
;Gömfröiga;Amaryllisväxter;Pingstlilja;;;;;;;;
;Gömfröiga;Amaryllisväxter;Snödroppe;;;;;;;;
Fröväxter;Gömfröiga;Sparrisväxter;Pärlhyasint;;Muscari botryoides;Källhagen;Sörmland;2019-05-18;image1004.JPG;;
;Gömfröiga;Viveväxter;Gullviva;;Primula veris;Källahamn;Öland;2018-05-21;image323.jpg;;
;Gömfröiga;Viveväxter;Majviva;;Primula farinosa;Knisa mosse;Öland;2018-05-23;image324.jpg;;
;Gömfröiga;Viveväxter;Videört;;Lysemachia vulgaris;Kocktorp;Sörmland;2028-07-08;image349.jpg;;
;Gömfröiga;Viveväxter;;;;;;;;;
;Gömfröiga;Viveväxter;;;;;;;;;
Fröväxter;Gömfröiga;Viveväxter;;;;;;;;;
;Gömfröiga;Rosväxter;Smultron;;Fragaria vesca;Källhagen;Sörmland;2019-05-30;image1008.JPG;;
Fröväxter;Gömfröiga;Rosväxter;Jordgubbar;;;;;;;;
;Gömfröiga;Rosväxter;Humleblomster;;Geum rivale;Knisa mosse;Öland;2018-05-23;image326.jpg;;
;Gömfröiga;Rosväxter;Älggräs;;Filipendula ulmaria;Kocktorpssjön;Sörmland;2018-07-08;image344.jpg;;
;Gömfröiga;Rosväxter;Femfingerört;;Potentilla argentea;Byxelkrok;Öland;2017-07-27;image450.jpg;;
Fröväxter;Gömfröiga;Rosväxter;Blodrot;;Potentilla erecta;Harängen;Uppland;2017-06-23;image467.jpg;;
;Gömfröiga;Rosväxter;Nejlikrot;;Geum urbanum;Källhagen;Sörmland;2017-06-13;image469.jpg;;
;Gömfröiga;Rosväxter;;;;;;;;;
;Gömfröiga;Rosväxter;;;;;;;;;
Fröväxter;Gömfröiga;Solvändeväxter;Solvända;;;;;;;;
;Gömfröiga;Solvändeväxter;Ölandssolvända;;Helianthemum oelandicum;Södra Greda;Öland;2018-05-24;image328.jpg;;
Fröväxter;Gömfröiga;Vallmoväxter;Kornvallmo;;Papaver rhoeas;Södviken;Öland;2018-05-25;image329.jpg;;
;Gömfröiga;Vallmoväxter;Rågvallmo;;Papaver dubium;Hammars backar;Skåne;2014-07-04;image477.jpg;;
Fröväxter;Gömfröiga;Vallmoväxter;Skelört;;Chelidonium majus;Tindered;Småland;2018-05-19;image476.jpg;;
;Gömfröiga;Vallmoväxter;;;;;;;;;
Fröväxter;Gömfröiga;Violväxter;Skogsviol;;Viola riviniana;Källhagen;Sörmland;2018-05-15;image336.jpg;;
;;Violväxter;;;;;;;;;
;;Violväxter;;;;;;;;;
;;Violväxter;;;;;;;;;
Fröväxter;Gömfröiga;Linväxter;Klipplin;;Linum austriacum;Knisa;Öland;2018-05-23;image461.jpg;;
Fröväxter;Gömfröiga;Johannesörtsväxter;Fyrkantig johannesört;;Hypericum maculatum;Kocktorp;Sörmland;2018-07-08;image345.jpg;;
;;Johannesörtsväxter;Äkta johannesört;;Hypericum perforatum;Lilla Horn;Öland;2017-08-03;image449.jpg;;
Fröväxter;Gömfröiga;Näckrosväxter;Vit näckros;;Nymphaea alba;Kocktorpssjön;Sörmland;2018-07-08;image342.jpg;;
;;Näckrosväxter;Gul näckros;;Nyphar lutea;Kocktorpssjön;Sörmland;2018-07-08;image343.jpg;;
Fröväxter;Gömfröiga;Nässelväxter;Brännässla;;Urtica dioica;Kocktorp;Sörmland;2018-07-08;image348.jpg;;
;;Nässelväxter;Etternässla;;Urtica urens;;;;;;
Däggdjur;Hovdjur, Gnagare;Hjortdjur, Ekorrar;Älg;hona;Alces alces;Fjärdlång;Uppland;2008-07-25;image350.jpg;;
;Hovdjur, Gnagare;Hjortdjur, Ekorrar;Älgko med kalvar;hona;Alces alces;Källhagen;Sörmland;2014-07-09;image351.jpg;;
;Hovdjur , Gnagare;Hjortdjur, Ekorrar;Råbock;hane;Capreolus capreolus;Källhagen;Sörmland;2009-07-19;image352.jpg;;
;Hovdjur, Gnagare;Hjortdjur, Ekorrar;Rådjur ;hona;Capreolus capreolus;Källhagen;Sörmland;2012-06-15;image358.jpg;;
;Hovdjur, Gnagare;Hjortdjur, Ekorrar;Rådjurskid;;Capreolus capreolus;Källhagen;Sörmland;2012-06-15;image359.jpg;;
;Hovdjur, Gnagare;Hjortdjur, Ekorrar;Ren;;Rangifur tarndus;Handöl;Jämtland;2010-06-17;image360.jpg;;
;Hovdjur, Gnagare;Hjortdjur, Ekorrar;Dovhjort;;Cervus dama;Nackreserv;Sörmland;2023-07-12;image525.jpg;;
;Hovdjur, Gnagare;Hjortdjur, Ekorrar;Ekorre;;Sciurus vulgaris;Källhagen;Sörmland;2019-09-08;image1032.JPG;;
;Hovdjur, Gnagare;Hjortdjur, Ekorrar;Ekorre;;Sciurus vulgaris;Furudal;Dalarna;2017-08-31;image354.jpg;;
Däggdjur;Hardjur, Gnagare, Rovdjur;Harar, Råttdjur, Rävar;Fälthare;;Lepus europaeus;Källhagen;Sörmland;2017-05-20;image356.jpg;;
;Hardjur, Gnagare, Rovdjur;Harar, Råttdjur, Rävar;Större skogsmus;;Apodemus flavicollis;Söderåsen;Skåne;2010-05-22;image357.jpg;;
;Hardjur, Gnagare, Rovdjur;Harar, Råttdjur, Rävar;Rödräv;;Apodemus flavicollis;Tåtorp;Västergötland;2010-07-26;image363.jpg;;
Kräldjur;Ödlor;Kopparödlor;Kopparödla;;Anguis fragilis;Rödlöga;Uppland;2007-08-19;image364.jpg;;
Kräldjur;Fjällbärande kräldjur;Snokar;Vanlig snok;;Natrix natrix;Tyresta;Sörmland;2020-05-07;image509.jpg;;
Groddjur;Grodor;Stjärtlösa groddjur;Vanlig padda;;Bufo bufo;Söderåsen;Skåne;2010-05-21;image365.jpg;;
Insekter;Fjärilar;Ädelfjärilar;Skogsnätfjäril;;Melitaea athalia;Böda;Öland;2017-08-02;Image200.jpg;;
;Fjärilar;Ädelfjärilar;Ängsnätfjäril;;Melitaea cinixia;Östra Södvik;Öland;2018-05-25;image366.jpg;;
;Fjärilar;Ädelfjärilar;Silverstreckad pärlemorfjäril;;Argynnis phaia;Böda;Öland;2017-08-02;Image201.jpg;;
;Fjärilar;Ädelfjärilar;Ängspärlemorfjäril;;Argynnis aglaja;Böda;Öland;2017-07-30;image015.jpg;;
;Fjärilar;Ädelfjärilar;Storfläckig pärlemorfjäril;;Isshoria lathonia;Velambsund;Sörmland;2018-08-22;image432.jpg;;
;Fjärilar;Ädelfjärilar;Amiral;;Vanessa atalanta;Böda;Öland;2017-08-05;image106.jpg;;
;Fjärilar;Ädelfjärilar;Sorgmantel;;Nymphalis antiopa;Nacka;Sörmland;2017-08-24;image.jpg;;
;Fjärilar;Ädelfjärilar;Tistelfjäril;;Cynthis cardui;Magderud;Västergötland;2010-07-27;image017.jpg;;
;Fjärilar;Ädelfjärilar;Nässelfjäril;;Aglais uticae;Böda;Öland;2010-08-04;image023.jpg;;
Insekter;Fjärilar;Ädelfjärilar;Påfågelöga;;Iachis io;Böda ;Öland ;2010-08-04;image025.jpg;;
;;Ädelfjärilar;Luktgräsfjäril;;Aphantopus hyperantus;Böda;Öland;2017-07-25;image027.jpg;;
;;Ädelfjärilar;Slåttergräsfjäril;;Maniola jurtina;Böda;Öland;2017-07-25;image367.jpg;;
;;Ädelfjärilar;Körsbärsfuks;;Nymphalis polychloros;Källhagen;Sörmland;2018-07-07;image373.jpg;;
Insekter;Fjärilar;Vitfjärilar;Citronfjäril;hane;Gonepteryx rhamni;Byxelkrok;Öland;2017-07-27;image368.jpg;;
;;Vitfjärilar;Citronfjäril;hona;Gonepteryx rhamni;Böda;Öland;2017-07-31;image369.jpg;;
;;Vitfjärilar;Rovfjäril;;Pieris rapae;Böda;Öland;2017-07-30;image400.jpg;;
Insekter;Fjärilar;Juvelvingar;Puktörneblåvinge;;Polymmatus icarus;Böda;Öland;2017-07-31;image370.jpg;;
Insekter;Fjärilar;Juvelvingar;Mindre guldvinge;;Lycaena phaleas;Böda;Öland;2017-07-30;image490.jpg;;
Insekter;Fjärilar;Gräsfjärilar;Kvickgräsfjäril;;Parage aegeria;Södra Greda;Öland;2018-05-24;image401.jpg;;
Insekter;Fjärilar;Tjockhuvuden;Mindre tåtelsmyg;;Thymelicus lineola;Hemmesta sjöäng;Sörmland;2023-07-15;image527.jpg;;
Insekter;Fjärilar;Bastardsvärmare;Allmän bastardsvärmare;;Zygaena filipendulae;Trollskogen;Öland;2017-08-04;image371.jpg;;
Insekter;Fjärilar;Mätarfjärilar;Större björkmätare;;Biston betularia;Källahamn;Öland;2018-05-21;image372.jpg;;
Insekter;Fjärilar;Mätarfjärilar;Brun flickfjäril;;Archiearis parthenias;Källhagen;Sörmland;2019-07-10;image1017.JPG;;
Insekter;Steklar;Getingar;Vanlig geting;;Vespula vulgaris;Källhagen;Sörmland;2017-06-06;image374.jpg;;
;Steklar;Getingar;Bålgeting;;Vespa crabo;;;;;;
Insekter;Steklar;Bin och humlor;Hushumla;;Bombus hypnorum;Böda;Öland;2017-07-25;image375.jpg;;
;Steklar;Bin och humlor;Trädgårdshumla;;Bombus hortorum;Böda;Öland;2017-07-30;image376.jpg;;
;Steklar;Bin och humlor;Stenhumla;;Bombus lapidarius;Böda;Öland;2017-07-30;image377.jpg;;
;Steklar;Bin och humlor;Jordhumla;;Bombus terrestris;Böda;Öland;2017-07-30;image378.jpg;;
;Steklar;Bin och humlor;Ängshumla;;Bombus pratorum;Harängen;Uppland;2018-06-23;image397.jpg;;
;Steklar;Bin och humlor;Trädgårdssnylthumla;;Bombus barbutellus;Harängen;Uppland;2018-06-23;image398.jpg;;
Insekter;Steklar;Bin och humlor;Blåmurarbi;;Osmia caerulescens;Böda;Öland;2017-07-30;image379.jpg;;
Insekter;Steklar;Myror;Vanlig stackmyra;;Formica rufa;Velambsund;Sörmland;2023-07-10;image519.jpg;;
Insekter;Steklar;Myror;Myrstack;;;Erstavik;Sörmland;2023-07-12;image521.jpg;;
Insekter;Tvåvingar;Myggor;Harkrank;;Tipulomorpha;Källhagen;Sörmland;2021-06-22;image518.JPG;;
Insekter;Tvåvingar;Flugor;Guldfluga;;Lucilia sericata;Velambsund;Sörmland;2018-08-22;image433.jpg;;
Insekter;Skalbaggar;Kardinalbaggar;Större kardinalbagge;;Pyrochroa coccinea);Sandemar;Sörmland;2020-05-28;image513.jpg;;
Insekter;Skalbaggar;Kardinalbaggar;;;;;;;;;
Insekter;Skalbaggar;Jordlöpare;Läderlöpare;;Carabus coriaceus;Källhagen;Sörmland;2020-05-30;image506.jpg;;
Insekter;Skalbaggar;Jordlöpare;Bokskogslöpare;;Carabus intricatus;Stenshuvud;Skåne;2010-05-19;image380.jpg;;
Insekter;Skalbaggar;Jordlöpare;Purpurlöpare;;Carabus violaceus;Ammarnäs;Lappland;2012-06-18;image385.jpg;;
Insekter;Skalbaggar;Tordyvlar;Stor tordyvel;;Geotrupes stercorarius;Böda;Öland;2017-07-31;image381.jpg;;
Insekter;Skalbaggar;Tordyvlar;Vårtordyvel;;Typocopris vernalis;Nackareservatet;Sörmland;2023-07-12;image524.jpg;;
Insekter;Skalbaggar;Långhorningar;Gulröd blombock;;Anoplodera rubra;Runmarö;Sörmland;2013-08-15;image382.jpg;;
Insekter;Skalbaggar;Långhorningar;Fläckig blombock;;Leptura quadrifasciata;Böda;Öland;2017-07-30;image383.jpg;;
Insekter;Skalbaggar;Bladhorningar;Gräsgrön guldbagge;;Cetonia aurata;Hornsjön;Öland;2018-05-20;image384.jpg;;
Insekter;Skalbaggar;Svartbaggar;Ullbagge;;Lagria hirta;Källhagen;Sörmland;2019-08-08;image1028.JPG;;
Insekter;Skalbaggar;Nyckelpigor;2-prickig nyckelpiga;;Adalia bipunctata;Källhagen;Sörmland;2020-07-01;image503.jpg;;
Insekter;Skalbaggar;Nyckelpigor;7-prickig nyckelpiga;;Cocinella septumpunctata;Källhagen;Sörmland;2019-06-15;image1012.JPG;;
Insekter;Skalbaggar;Nyckelpigor;Larv av nyckelpiga;;;Källhagen;Sörmland;2019-07-01;image1016.JPG;;
Insekter;Skalbaggar;Nyckelpigor;22-prickig nyckelpiga;;Psyllobora vigintiduopuctata;Boo-badet;Sörmland;2019-07-25;image1026.JPG;;
Insekter;Skalbaggar;Nyckelpigor;6-prickig nyckelpiga;;Epilachna chrysomelina;Källhagen;Sörmland;2020-07-10;image504.jpg;;
Insekter;Hopprätvingar;Gräshoppor;Grön ängsgräshoppa;;Omocestus viridulus;Högenäs orde;Öland;2017-08-03;image491.jpg;;
Insekter;Hopprätvingar;Gräshoppor;Rödgumpgräshoppa;;Omocestus ventralis;Källhagen;Sörmland;2020-07-18;image508.jpg;;
Insekter;Halvvingar;Ängrar;Stor mjölbagge;;Tenebrio molitor;Källhagen;Sörmland;2017-06-13;image386.jpg;;
Insekter;Halvvingar;Fröskinnbaggar;Riddarskinnbagge;;Lygaeus equestris;Källhagen;Sörmland;2017-05-27;image387.jpg;;
Insekter;Halvvingar;Bärfisar;;;;Källhagen;Sörmland;2018-07-21;image388.jpg;;
Insekter;Halvvingar;Bärfisar;Hagtornsbärfis;;Acanthosoma haemorrhoidale;Källhagen;Sörmland;2020-07-01;image502.jpg;;
Insekter;Halvvingar;Bärfisar;;;Picomerus bidens;Källhagen;Sörmland;2019-07-13;image1021.JPG;;
Insekter;Trollsändor;Jungfru- och flicksländor;Allmän blå flickslända;;Enallagma cyathigerum;Trollskogen;Öland;2017-08-05;image389.jpg;;
Insekter;Trollsländor;Egentliga trollsländor;Brun mosaiktrollslända;;Aeshna grandis;Knisa mosse;Öland;2018-05-23;image390.jpg;;
Insekter;Trollsändor;Egentliga trollsländor;Tegelröd ängstrollslända;;Sympetrum vulgatum;Lännersta sjöäng;Sörmland;2023-07-15;image528.jpg;;
;Trollsändor;Egentliga trollsländor;Blodröd ängstrollslända;;Sympetrum sanguineum;Velambsund;Sörmland;2018-08-22;image434.jpg;;
;Trollsländor;Egentliga trollsländor;Glanstrollslända;;Somatochlora metallica;Velambsund;Sörmland;2018-08-22;image435.jpg;;
Insekter;Tvestjärtar;Tvestjärtar;Vanlig tvestjärt;Hane;Forficula auricularia;Källhagen;Sörmland;2018-10-06;image488.jpg;;
Spindeldjur;Gripkäksspindlar;Trattspindlar;Stor husspindel;;Eratigena atrica;Källhagen;Sörmland;2019-06-07;image1009.JPG;;
Spindeldjur;Fästingar;Hårda fästingar;Vanlig fästing;Hona;Ioxdes ricinus;Källhagen;Sörmland;2020-06-27;image501.jpg;;
Snäckor;Lungsnäckor;Skogssniglar, Storsnäckor;Svart skogssnigel;;Arion ater;Harängen;Uppland;2017-06-23;image392.jpg;;
;Lungsnäckor;Skogssniglar, Storsnäckor;Vinbergssnäcka;;Helix pomatia;Källhagen;Sörmland;2017-06-11;image391.jpg;;
;Lungsnäckor;Skogssniglar, Storsnäckor;Spansk skogssnigel;;Arion vulgaris;Källhagen;Sörmland;2020-06-19;image500.JPG;;
Olle1;Olle2;Olle3;Olle4;;olle5;olle6;olle7;2020-11-11;image1000.jpg;;
